"codigo","nome","sexo","pais_origem","data_nascimento","raca_id","numerorgpai","numerorgmae"
"FSC75749","Vaca75749","F","BR","2020-02-17","Raça 01","FSC02508","FSC35570"
"FSC75754","Vaca75754","F","BR","2020-10-16","Raça 01","","FSC35137"
"FSC75763","Vaca75763","F","BR","2020-06-08","Raça 01","",""
"FSC75769","Vaca75769","F","BR","2020-01-10","Raça 01","",""
"FSC75770","Vaca75770","F","BR","2020-08-29","Raça 01","FSC04080",""
"FSC75772","Vaca75772","F","BR","2020-10-16","Raça 01","",""
"FSC75773","Vaca75773","F","BR","2020-08-31","Raça 01","","FSC24073"
"FSC75776","Vaca75776","F","BR","2020-12-11","Raça 01","",""
"FSC75778","Vaca75778","F","BR","2020-08-17","Raça 01","","FSC22023"
"FSC75782","Vaca75782","F","BR","2020-08-23","Raça 01","","FSC21532"
"FSC75801","Vaca75801","F","BR","2018-10-09","Raça 01","",""
"FSC75811","Vaca75811","F","BR","2020-12-17","Raça 01","",""
"FSC75812","Vaca75812","F","BR","2019-03-07","Raça 01","",""
"FSC75813","Vaca75813","F","BR","2019-08-07","Raça 01","",""
"FSC75814","Vaca75814","F","BR","2019-08-21","Raça 01","",""
"FSC75815","Vaca75815","F","BR","2019-07-13","Raça 01","",""
"FSC75818","Vaca75818","F","BR","2020-06-26","Raça 01","",""
"FSC75823","Vaca75823","F","BR","2020-09-30","Raça 01","","FSC28960"
"FSC75824","Vaca75824","F","BR","2020-09-30","Raça 01","","FSC20577"
"FSC75825","Vaca75825","F","BR","2020-09-30","Raça 01","","FSC24834"
"FSC75826","Vaca75826","F","BR","2018-07-05","Raça 01","",""
"FSC75829","Vaca75829","F","BR","2019-08-04","Raça 01","",""
"FSC75830","Vaca75830","F","BR","2019-06-04","Raça 01","",""
"FSC75831","Vaca75831","F","BR","2020-07-25","Raça 01","","FSC75412"
"FSC75834","Vaca75834","F","BR","2020-02-03","Raça 01","",""
"FSC75836","Vaca75836","F","BR","2020-03-31","Raça 01","",""
"FSC75851","Vaca75851","F","BR","2020-09-20","Raça 01","",""
"FSC75857","Vaca75857","F","BR","2020-09-28","Raça 01","",""
"FSC75862","Vaca75862","F","BR","2019-12-25","Raça 01","",""
"FSC75863","Vaca75863","F","BR","2019-12-24","Raça 01","",""
"FSC75864","Vaca75864","F","BR","2019-08-12","Raça 01","",""
"FSC75865","Vaca75865","F","BR","2019-11-12","Raça 01","",""
"FSC75867","Vaca75867","F","BR","2019-12-29","Raça 01","",""
"FSC75871","Vaca75871","F","BR","2020-05-04","Raça 01","",""
"FSC75872","Vaca75872","F","BR","2020-04-21","Raça 01","","FSC16320"
"FSC75874","Vaca75874","F","BR","2020-05-19","Raça 01","","FSC14703"
"FSC75875","Vaca75875","F","BR","2020-05-21","Raça 01","",""
"FSC75889","Vaca75889","F","BR","2020-09-24","Raça 01","",""
"FSC75890","Vaca75890","F","BR","2020-04-10","Raça 01","","FSC29328"
"FSC75893","Vaca75893","F","BR","2020-10-22","Raça 01","","FSC14358"
"FSC75895","Vaca75895","F","BR","2020-10-24","Raça 01","",""
"FSC75899","Vaca75899","F","BR","2020-04-11","Raça 01","",""
"FSC75900","Vaca75900","F","BR","2020-09-23","Raça 01","",""
"FSC75901","Vaca75901","F","BR","2020-11-30","Raça 01","",""
"FSC75904","Vaca75904","F","BR","2020-04-14","Raça 01","",""
"FSC75907","Vaca75907","F","BR","2020-03-05","Raça 01","",""
"FSC75908","Vaca75908","F","BR","2018-03-29","Raça 01","",""
"FSC75917","Vaca75917","F","BR","2020-11-25","Raça 01","FSC04755","FSC39959"
"FSC75920","Vaca75920","F","BR","2020-11-29","Raça 01","FSC04755","FSC33730"
"FSC75929","Vaca75929","F","BR","2020-07-11","Raça 01","",""
"FSC75930","Vaca75930","F","BR","2020-07-04","Raça 01","",""
"FSC75932","Vaca75932","F","BR","2020-08-21","Raça 01","",""
"FSC75939","Vaca75939","F","BR","2020-06-27","Raça 01","",""
"FSC75940","Vaca75940","F","BR","2020-09-07","Raça 01","",""
"FSC75952","Vaca75952","F","BR","2020-04-10","Raça 01","","FSC28452"
"FSC75953","Vaca75953","F","BR","2020-05-10","Raça 01","","FSC29927"
"FSC75955","Vaca75955","F","BR","2020-06-10","Raça 01","",""
"FSC75957","Vaca75957","F","BR","2020-08-10","Raça 01","","FSC28461"
"FSC75959","Vaca75959","F","BR","2020-09-10","Raça 01","FSC04080","FSC29933"
"FSC75960","Vaca75960","F","BR","2020-10-10","Raça 01","","FSC29940"
"FSC75962","Vaca75962","F","BR","2020-11-10","Raça 01","","FSC41343"
"FSC75963","Vaca75963","F","BR","2020-10-23","Raça 01","",""
"FSC75964","Vaca75964","F","BR","2020-10-28","Raça 01","",""
"FSC75967","Vaca75967","F","BR","2020-08-11","Raça 01","","FSC31005"
"FSC75972","Vaca75972","F","BR","2020-11-25","Raça 01","","FSC37353"
"FSC75975","Vaca75975","F","BR","2020-05-12","Raça 01","","FSC19677"
"FSC75977","Vaca75977","F","BR","2020-12-19","Raça 01","",""
"FSC75979","Vaca75979","F","BR","2020-12-16","Raça 01","","FSC13558"
"FSC75992","Vaca75992","F","BR","2020-11-29","Raça 01","","FSC29760"
"FSC75993","Vaca75993","F","BR","2020-11-29","Raça 01","","FSC30943"
"FSC76003","Vaca76003","F","BR","2020-05-11","Raça 01","",""
"FSC76006","Vaca76006","F","BR","2020-07-11","Raça 01","","FSC29476"
"FSC76010","Vaca76010","F","BR","2020-08-11","Raça 01","","FSC29497"
"FSC76012","Vaca76012","F","BR","2020-09-11","Raça 01","","FSC30063"
"FSC76016","Vaca76016","F","BR","2020-10-11","Raça 01","",""
"FSC76020","Vaca76020","F","BR","2020-11-13","Raça 01","",""
"FSC76021","Vaca76021","F","BR","2020-11-15","Raça 01","","FSC30065"
"FSC76033","Vaca76033","F","BR","2020-11-27","Raça 01","FSC04755","FSC30942"
"FSC76042","Vaca76042","F","BR","2020-10-09","Raça 01","FSC04415","FSC29559"
"FSC76043","Vaca76043","F","BR","2020-09-09","Raça 01","FSC04415","FSC29559"
"FSC76046","Vaca76046","F","BR","2020-01-11","Raça 01","",""
"FSC76052","Vaca76052","F","BR","2020-11-28","Raça 01","","FSC36650"
"FSC76063","Vaca76063","F","BR","2020-10-18","Raça 01","","FSC27499"
"FSC76067","Vaca76067","F","BR","2020-09-27","Raça 01","",""
"FSC76068","Vaca76068","F","BR","2020-10-20","Raça 01","",""
"FSC76070","Vaca76070","F","BR","2020-04-10","Raça 01","","FSC36645"
"FSC76073","Vaca76073","F","BR","2020-12-09","Raça 01","",""
"FSC76074","Vaca76074","F","BR","2020-08-28","Raça 01","",""
"FSC76093","Vaca76093","F","BR","2020-12-20","Raça 01","","FSC15786"
"FSC76096","Vaca76096","F","BR","2020-07-10","Raça 01","","FSC29123"
"FSC76099","Vaca76099","F","BR","2020-11-09","Raça 01","",""
"FSC76100","Vaca76100","F","BR","2020-09-13","Raça 01","",""
"FSC76102","Vaca76102","F","BR","2020-09-16","Raça 01","","FSC23006"
"FSC76103","Vaca76103","F","BR","2020-09-22","Raça 01","","FSC24734"
"FSC76105","Vaca76105","F","BR","2020-09-28","Raça 01","","FSC26294"
"FSC76107","Vaca76107","F","BR","2020-02-10","Raça 01","",""
"FSC76114","Vaca76114","F","BR","2020-10-15","Raça 01","","FSC30537"
"FSC76117","Vaca76117","F","BR","2020-10-16","Raça 01","","FSC31653"
"FSC76122","Vaca76122","F","BR","2020-10-16","Raça 01","","FSC31519"
"FSC76125","Vaca76125","F","BR","2020-06-10","Raça 01","",""
"FSC76127","Vaca76127","F","BR","2020-08-29","Raça 01","","FSC45143"
"FSC76133","Vaca76133","F","BR","2020-09-10","Raça 01","","FSC27683"
"FSC76136","Vaca76136","F","BR","2019-01-10","Raça 01","",""
"FSC76137","Vaca76137","F","BR","2020-10-03","Raça 01","",""
"FSC76138","Vaca76138","F","BR","2020-06-14","Raça 01","",""
"FSC76144","Vaca76144","F","BR","2019-10-10","Raça 01","",""
"FSC76151","Vaca76151","F","BR","2020-10-30","Raça 01","","FSC31710"
"FSC76153","Vaca76153","F","BR","2020-10-25","Raça 01","","FSC14188"
"FSC76154","Vaca76154","F","BR","2020-10-25","Raça 01","","FSC14188"
"FSC76156","Vaca76156","F","BR","2020-03-10","Raça 01","",""
"FSC76167","Vaca76167","F","BR","2020-05-11","Raça 01","","FSC24515"
"FSC76168","Vaca76168","F","BR","2020-08-11","Raça 01","",""
"FSC76172","Vaca76172","F","BR","2020-11-10","Raça 01","",""
"FSC76176","Vaca76176","F","BR","2020-05-11","Raça 01","",""
"FSC76178","Vaca76178","F","BR","2020-12-11","Raça 01","","FSC19948"
"FSC76179","Vaca76179","F","BR","2020-11-16","Raça 01","","FSC20026"
"FSC76184","Vaca76184","F","BR","2020-10-16","Raça 01","FSC04080","FSC29924"
"FSC76186","Vaca76186","F","BR","2020-10-16","Raça 01","","FSC30373"
"FSC76188","Vaca76188","F","BR","2020-10-18","Raça 01","","FSC29920"
"FSC76189","Vaca76189","F","BR","2020-10-18","Raça 01","","FSC28479"
"FSC76190","Vaca76190","F","BR","2020-10-24","Raça 01","","FSC14351"
"FSC76197","Vaca76197","F","BR","2020-02-07","Raça 01","","FSC24316"
"FSC76198","Vaca76198","F","BR","2020-08-11","Raça 01","FSC04513",""
"FSC76202","Vaca76202","F","BR","2018-07-07","Raça 01","",""
"FSC76218","Vaca76218","F","BR","2020-10-24","Raça 01","FSC04078",""
"FSC76219","Vaca76219","F","BR","2020-10-23","Raça 01","","FSC14964"
"FSC76221","Vaca76221","F","BR","2020-10-25","Raça 01","",""
"FSC76222","Vaca76222","F","BR","2020-10-25","Raça 01","FSC04080","FSC32661"
"FSC76223","Vaca76223","F","BR","2020-10-25","Raça 01","FSC04078","FSC33537"
"FSC76228","Vaca76228","F","BR","2020-10-30","Raça 01","",""
"FSC76229","Vaca76229","F","BR","2020-10-31","Raça 01","FSC04080","FSC31686"
"FSC76232","Vaca76232","F","BR","2020-02-11","Raça 01","",""
"FSC76233","Vaca76233","F","BR","2020-03-11","Raça 01","",""
"FSC76236","Vaca76236","F","BR","2020-11-27","Raça 01","","FSC39700"
"FSC76240","Vaca76240","F","BR","2020-08-12","Raça 01","",""
"FSC76242","Vaca76242","F","BR","2020-12-15","Raça 01","","FSC26508"
"FSC76246","Vaca76246","F","BR","2020-12-19","Raça 01","","FSC29640"
"FSC76251","Vaca76251","F","BR","2020-12-25","Raça 01","FSC02297",""
"FSC76256","Vaca76256","F","BR","2020-12-16","Raça 01","",""
"FSC76265","Vaca76265","F","BR","2020-03-10","Raça 01","",""
"FSC76266","Vaca76266","F","BR","2020-10-13","Raça 01","","FSC29053"
"FSC76269","Vaca76269","F","BR","2020-10-31","Raça 01","",""
"FSC76275","Vaca76275","F","BR","2020-11-15","Raça 01","","FSC13402"
"FSC76277","Vaca76277","F","BR","2020-11-20","Raça 01","","FSC53634"
"FSC76290","Vaca76290","F","BR","2020-10-15","Raça 01","","FSC29318"
"FSC76292","Vaca76292","F","BR","2020-02-10","Raça 01","","FSC26219"
"FSC76293","Vaca76293","F","BR","2020-10-30","Raça 01","",""
"FSC76294","Vaca76294","F","BR","2020-11-13","Raça 01","","FSC29379"
"FSC76297","Vaca76297","F","BR","2020-11-20","Raça 01","",""
"FSC76298","Vaca76298","F","BR","2020-11-22","Raça 01","","FSC30349"
"FSC76300","Vaca76300","F","BR","2020-11-23","Raça 01","","FSC29387"
"FSC76301","Vaca76301","F","BR","2020-11-27","Raça 01","","FSC30351"
"FSC76302","Vaca76302","F","BR","2020-11-27","Raça 01","",""
"FSC76304","Vaca76304","F","BR","2020-11-20","Raça 01","","FSC29510"
"FSC76305","Vaca76305","F","BR","2020-11-26","Raça 01","",""
"FSC76312","Vaca76312","F","BR","2020-05-12","Raça 01","",""
"FSC76313","Vaca76313","F","BR","2020-06-12","Raça 01","FSC04080",""
"FSC76314","Vaca76314","F","BR","2020-08-12","Raça 01","",""
"FSC76317","Vaca76317","F","BR","2020-12-13","Raça 01","FSC04080","FSC28134"
"FSC76318","Vaca76318","F","BR","2020-12-14","Raça 01","FSC04080",""
"FSC76324","Vaca76324","F","BR","2020-12-20","Raça 01","FSC04080",""
"FSC76328","Vaca76328","F","BR","2020-12-25","Raça 01","FSC04080",""
"FSC76348","Vaca76348","F","BR","2020-11-17","Raça 01","",""
"FSC76349","Vaca76349","F","BR","2020-11-18","Raça 01","","FSC32847"
"FSC76350","Vaca76350","F","BR","2020-11-25","Raça 01","","FSC32844"
"FSC76353","Vaca76353","F","BR","2020-11-13","Raça 01","",""
"FSC76356","Vaca76356","F","BR","2020-11-13","Raça 01","","FSC14092"
"FSC76357","Vaca76357","F","BR","2020-02-10","Raça 01","","FSC24478"
"FSC76360","Vaca76360","F","BR","2020-09-29","Raça 01","","FSC28535"
"FSC76362","Vaca76362","F","BR","2020-04-10","Raça 01","",""
"FSC76363","Vaca76363","F","BR","2020-06-10","Raça 01","","FSC24191"
"FSC76364","Vaca76364","F","BR","2020-08-10","Raça 01","FSC04000",""
"FSC76366","Vaca76366","F","BR","2019-09-14","Raça 01","",""
"FSC76368","Vaca76368","F","BR","2020-10-24","Raça 01","",""
"FSC76377","Vaca76377","F","BR","2020-12-10","Raça 01","","FSC30099"
"FSC76378","Vaca76378","F","BR","2020-10-16","Raça 01","","FSC28766"
"FSC76384","Vaca76384","F","BR","2020-10-25","Raça 01","",""
"FSC76385","Vaca76385","F","BR","2020-01-10","Raça 01","","FSC25441"
"FSC76386","Vaca76386","F","BR","2020-05-10","Raça 01","",""
"FSC76388","Vaca76388","F","BR","2020-12-10","Raça 01","","FSC27230"
"FSC76389","Vaca76389","F","BR","2020-12-10","Raça 01","","FSC20145"
"FSC76390","Vaca76390","F","BR","2020-10-22","Raça 01","","FSC23989"
"FSC76399","Vaca76399","F","BR","2020-10-21","Raça 01","",""
"FSC76402","Vaca76402","F","BR","2020-10-31","Raça 01","","FSC15612"
"FSC76421","Vaca76421","F","BR","2020-09-10","Raça 01","","FSC23947"
"FSC76424","Vaca76424","F","BR","2020-08-10","Raça 01","","FSC30191"
"FSC76433","Vaca76433","F","BR","2020-10-11","Raça 01","","FSC31722"
"FSC76436","Vaca76436","F","BR","2020-11-16","Raça 01","","FSC32089"
"FSC76441","Vaca76441","F","BR","2020-11-20","Raça 01","FSC04336","FSC32072"
"FSC76442","Vaca76442","F","BR","2020-11-21","Raça 01","",""
"FSC76444","Vaca76444","F","BR","2020-11-22","Raça 01","",""
"FSC76448","Vaca76448","F","BR","2020-11-23","Raça 01","",""
"FSC76449","Vaca76449","F","BR","2019-05-09","Raça 01","",""
"FSC76455","Vaca76455","F","BR","2020-10-15","Raça 01","",""
"FSC76457","Vaca76457","F","BR","2020-10-21","Raça 01","",""
"FSC76462","Vaca76462","F","BR","2020-12-11","Raça 01","",""
"FSC76463","Vaca76463","F","BR","2020-12-11","Raça 01","",""
"FSC76466","Vaca76466","F","BR","2020-11-22","Raça 01","",""
"FSC76470","Vaca76470","F","BR","2020-12-28","Raça 01","",""
"FSC76473","Vaca76473","F","BR","2020-12-27","Raça 01","",""
"FSC76477","Vaca76477","F","BR","2020-05-11","Raça 01","",""
"FSC76479","Vaca76479","F","BR","2020-08-11","Raça 01","",""
"FSC76483","Vaca76483","F","BR","2020-12-14","Raça 01","","FSC34875"
"FSC76484","Vaca76484","F","BR","2020-12-14","Raça 01","","FSC34868"
"FSC76486","Vaca76486","F","BR","2020-12-15","Raça 01","","FSC28514"
"FSC76491","Vaca76491","F","BR","2020-10-15","Raça 01","","FSC33211"
"FSC76492","Vaca76492","F","BR","2020-10-16","Raça 01","",""
"FSC76498","Vaca76498","F","BR","2020-10-27","Raça 01","",""
"FSC76501","Vaca76501","F","BR","2020-06-11","Raça 01","","FSC59749"
"FSC76502","Vaca76502","F","BR","2020-06-11","Raça 01","","FSC59748"
"FSC76503","Vaca76503","F","BR","2020-06-11","Raça 01","","FSC28247"
"FSC76504","Vaca76504","F","BR","2020-07-11","Raça 01","",""
"FSC76508","Vaca76508","F","BR","2020-11-17","Raça 01","","FSC33255"
"FSC76510","Vaca76510","F","BR","2020-11-17","Raça 01","","FSC28244"
"FSC76512","Vaca76512","F","BR","2020-11-18","Raça 01","",""
"FSC76514","Vaca76514","F","BR","2020-10-10","Raça 01","","FSC59744"
"FSC76515","Vaca76515","F","BR","2020-11-10","Raça 01","FSC04415","FSC59761"
"FSC76517","Vaca76517","F","BR","2020-09-11","Raça 01","","FSC59754"
"FSC76525","Vaca76525","F","BR","2020-08-11","Raça 01","","FSC30432"
"FSC76528","Vaca76528","F","BR","2020-11-13","Raça 01","","FSC28018"
"FSC76530","Vaca76530","F","BR","2020-11-15","Raça 01","","FSC30423"
"FSC76533","Vaca76533","F","BR","2020-11-20","Raça 01","",""
"FSC76536","Vaca76536","F","BR","2020-11-29","Raça 01","","FSC37344"
"FSC76538","Vaca76538","F","BR","2020-11-17","Raça 01","FSC04080","FSC35162"
"FSC76539","Vaca76539","F","BR","2020-08-11","Raça 01","",""
"FSC76547","Vaca76547","F","BR","2020-11-19","Raça 01","FSC04080","FSC33598"
"FSC76549","Vaca76549","F","BR","2020-09-11","Raça 01","",""
"FSC76551","Vaca76551","F","BR","2019-06-03","Raça 01","",""
"FSC76556","Vaca76556","F","BR","2019-11-19","Raça 01","",""
"FSC76557","Vaca76557","F","BR","2020-12-01","Raça 01","",""
"FSC76558","Vaca76558","F","BR","2020-08-26","Raça 01","","FSC25096"
"FSC76559","Vaca76559","F","BR","2020-03-11","Raça 01","",""
"FSC76564","Vaca76564","F","BR","2020-07-11","Raça 01","",""
"FSC76567","Vaca76567","F","BR","2020-12-11","Raça 01","","FSC36513"
"FSC76569","Vaca76569","F","BR","2020-12-11","Raça 01","",""
"FSC76570","Vaca76570","F","BR","2020-11-14","Raça 01","","FSC36510"
"FSC76571","Vaca76571","F","BR","2020-11-17","Raça 01","","FSC30440"
"FSC76572","Vaca76572","F","BR","2020-11-27","Raça 01","","FSC39749"
"FSC76573","Vaca76573","F","BR","2020-10-24","Raça 01","",""
"FSC76580","Vaca76580","F","BR","2020-02-08","Raça 01","",""
"FSC76585","Vaca76585","F","BR","2020-05-11","Raça 01","",""
"FSC76586","Vaca76586","F","BR","2020-11-17","Raça 01","",""
"FSC76587","Vaca76587","F","BR","2020-07-11","Raça 01","",""
"FSC76591","Vaca76591","F","BR","2020-12-11","Raça 01","",""
"FSC76623","Vaca76623","F","BR","2020-08-31","Raça 01","",""
"FSC76624","Vaca76624","F","BR","2020-02-09","Raça 01","","FSC26875"
"FSC76626","Vaca76626","F","BR","2020-04-09","Raça 01","",""
"FSC76627","Vaca76627","F","BR","2020-05-09","Raça 01","","FSC26891"
"FSC76632","Vaca76632","F","BR","2020-09-20","Raça 01","","FSC29866"
"FSC76633","Vaca76633","F","BR","2020-09-21","Raça 01","",""
"FSC76634","Vaca76634","F","BR","2020-09-21","Raça 01","",""
"FSC76635","Vaca76635","F","BR","2020-09-22","Raça 01","","FSC26889"
"FSC76638","Vaca76638","F","BR","2020-09-25","Raça 01","",""
"FSC76639","Vaca76639","F","BR","2020-09-27","Raça 01","","FSC15542"
"FSC76645","Vaca76645","F","BR","2020-04-10","Raça 01","","FSC26887"
"FSC76646","Vaca76646","F","BR","2020-04-10","Raça 01","","FSC31085"
"FSC76652","Vaca76652","F","BR","2020-10-16","Raça 01","","FSC26882"
"FSC76654","Vaca76654","F","BR","2020-11-09","Raça 01","","FSC26874"
"FSC76655","Vaca76655","F","BR","2018-11-07","Raça 01","",""
"FSC76656","Vaca76656","F","BR","2018-08-25","Raça 01","",""
"FSC76658","Vaca76658","F","BR","2020-05-07","Raça 01","",""
"FSC76659","Vaca76659","F","BR","2020-07-26","Raça 01","",""
"FSC76663","Vaca76663","F","BR","2020-09-25","Raça 01","",""
"FSC76664","Vaca76664","F","BR","2020-09-22","Raça 01","",""
"FSC76665","Vaca76665","F","BR","2020-09-13","Raça 01","",""
"FSC76666","Vaca76666","F","BR","2018-02-15","Raça 01","",""
"FSC76667","Vaca76667","F","BR","2020-03-03","Raça 01","",""
"FSC76671","Vaca76671","F","BR","2018-02-15","Raça 01","",""
"FSC76673","Vaca76673","F","BR","2020-07-22","Raça 01","","FSC26793"
"FSC76678","Vaca76678","F","BR","2020-07-31","Raça 01","","FSC26793"
"FSC76680","Vaca76680","F","BR","2020-02-08","Raça 01","",""
"FSC76681","Vaca76681","F","BR","2020-02-08","Raça 01","",""
"FSC76682","Vaca76682","F","BR","2020-05-08","Raça 01","",""
"FSC76686","Vaca76686","F","BR","2020-07-11","Raça 01","",""
"FSC76687","Vaca76687","F","BR","2020-11-27","Raça 01","","FSC34926"
"FSC76689","Vaca76689","F","BR","2020-07-12","Raça 01","",""
"FSC76690","Vaca76690","F","BR","2020-02-10","Raça 01","",""
"FSC76693","Vaca76693","F","BR","2020-10-15","Raça 01","","FSC28958"
"FSC76694","Vaca76694","F","BR","2020-10-15","Raça 01","","FSC26713"
"FSC76695","Vaca76695","F","BR","2020-08-12","Raça 01","","FSC36277"
"FSC76698","Vaca76698","F","BR","2020-12-12","Raça 01","","FSC35538"
"FSC76700","Vaca76700","F","BR","2020-12-13","Raça 01","","FSC33952"
"FSC76701","Vaca76701","F","BR","2020-12-15","Raça 01","","FSC36276"
"FSC76703","Vaca76703","F","BR","2020-11-12","Raça 01","",""
"FSC76714","Vaca76714","F","BR","2020-03-10","Raça 01","",""
"FSC76715","Vaca76715","F","BR","2020-10-25","Raça 01","",""
"FSC76716","Vaca76716","F","BR","2020-10-27","Raça 01","",""
"FSC76718","Vaca76718","F","BR","2020-06-12","Raça 01","",""
"FSC76720","Vaca76720","F","BR","2020-12-12","Raça 01","FSC04388","FSC27915"
"FSC76724","Vaca76724","F","BR","2020-12-28","Raça 01","","FSC32809"
"FSC76726","Vaca76726","F","BR","2020-08-07","Raça 01","","FSC18657"
"FSC76727","Vaca76727","F","BR","2020-07-23","Raça 01","","FSC25352"
"FSC76728","Vaca76728","F","BR","2020-06-12","Raça 01","",""
"FSC76729","Vaca76729","F","BR","2019-07-01","Raça 01","",""
"FSC76730","Vaca76730","F","BR","2018-11-14","Raça 01","",""
"FSC76731","Vaca76731","F","BR","2019-08-27","Raça 01","",""
"FSC76732","Vaca76732","F","BR","2019-10-06","Raça 01","",""
"FSC76734","Vaca76734","F","BR","2020-12-22","Raça 01","","FSC43760"
"FSC76737","Vaca76737","F","BR","2019-04-28","Raça 01","",""
"FSC76738","Vaca76738","F","BR","2019-03-23","Raça 01","",""
"FSC76740","Vaca76740","F","BR","2019-03-30","Raça 01","",""
"FSC76742","Vaca76742","F","BR","2019-12-06","Raça 01","",""
"FSC76744","Vaca76744","F","BR","2019-03-31","Raça 01","",""
"FSC76746","Vaca76746","F","BR","2019-07-20","Raça 01","",""
"FSC76747","Vaca76747","F","BR","2018-12-20","Raça 01","",""
"FSC76749","Vaca76749","F","BR","2019-12-18","Raça 01","",""
"FSC76758","Vaca76758","F","BR","2019-05-07","Raça 01","",""
"FSC76759","Vaca76759","F","BR","2019-08-13","Raça 01","",""
"FSC76773","Vaca76773","F","BR","2019-02-24","Raça 01","",""
"FSC76778","Vaca76778","F","BR","2019-06-04","Raça 01","",""
"FSC76788","Vaca76788","F","BR","2020-07-21","Raça 01","","FSC34929"
"FSC76790","Vaca76790","F","BR","2020-06-03","Raça 01","",""
"FSC76791","Vaca76791","F","BR","2019-08-29","Raça 01","",""
"FSC76792","Vaca76792","F","BR","2019-09-10","Raça 01","",""
"FSC76794","Vaca76794","F","BR","2020-10-12","Raça 01","","FSC28493"
"FSC76796","Vaca76796","F","BR","2020-12-23","Raça 01","",""
"FSC76798","Vaca76798","F","BR","2020-06-09","Raça 01","","FSC26894"
"FSC76812","Vaca76812","F","BR","2020-06-15","Raça 01","",""
"FSC76814","Vaca76814","F","BR","2020-07-12","Raça 01","","FSC15946"
"FSC76816","Vaca76816","F","BR","2020-07-12","Raça 01","",""
"FSC76818","Vaca76818","F","BR","2020-07-12","Raça 01","","FSC13570"
"FSC76820","Vaca76820","F","BR","2020-08-12","Raça 01","","FSC36497"
"FSC76823","Vaca76823","F","BR","2020-06-29","Raça 01","",""
"FSC76824","Vaca76824","F","BR","2020-06-29","Raça 01","",""
"FSC76826","Vaca76826","F","BR","2020-12-07","Raça 01","","FSC17452"
"FSC76831","Vaca76831","F","BR","2020-12-14","Raça 01","","FSC36514"
"FSC76832","Vaca76832","F","BR","2020-07-16","Raça 01","",""
"FSC76833","Vaca76833","F","BR","2020-12-14","Raça 01","","FSC17207"
"FSC76843","Vaca76843","F","BR","2020-07-21","Raça 01","",""
"FSC76844","Vaca76844","F","BR","2020-12-20","Raça 01","",""
"FSC76846","Vaca76846","F","BR","2020-12-20","Raça 01","",""
"FSC76847","Vaca76847","F","BR","2020-07-25","Raça 01","",""
"FSC76851","Vaca76851","F","BR","2020-07-28","Raça 01","","FSC34426"
"FSC76854","Vaca76854","F","BR","2020-12-25","Raça 01","",""
"FSC76862","Vaca76862","F","BR","2020-12-28","Raça 01","","FSC36478"
"FSC76868","Vaca76868","F","BR","2020-12-30","Raça 01","",""
"FSC76869","Vaca76869","F","BR","2020-12-31","Raça 01","","FSC38662"
"FSC76873","Vaca76873","F","BR","2020-06-08","Raça 01","","FSC16879"
"FSC76874","Vaca76874","F","BR","2020-12-30","Raça 01","","FSC36486"
"FSC76884","Vaca76884","F","BR","2020-08-31","Raça 01","","FSC16987"
"FSC76891","Vaca76891","F","BR","2020-12-23","Raça 01","",""
"FSC76894","Vaca76894","F","BR","2020-12-25","Raça 01","","FSC34382"
"FSC76896","Vaca76896","F","BR","2020-10-12","Raça 01","","FSC13927"
"FSC76897","Vaca76897","F","BR","2020-11-29","Raça 01","","FSC25038"
"FSC76907","Vaca76907","F","BR","2020-09-25","Raça 01","","FSC16982"
"FSC76917","Vaca76917","F","BR","2020-12-20","Raça 01","",""
"FSC76919","Vaca76919","F","BR","2020-12-23","Raça 01","","FSC31320"
"FSC76921","Vaca76921","F","BR","2020-12-15","Raça 01","","FSC16281"
"FSC76924","Vaca76924","F","BR","2020-12-25","Raça 01","",""
"FSC76926","Vaca76926","F","BR","2020-12-21","Raça 01","",""
"FSC76928","Vaca76928","F","BR","2020-12-21","Raça 01","","FSC14889"
"FSC76929","Vaca76929","F","BR","2020-12-25","Raça 01","","FSC13352"
"FSC76935","Vaca76935","F","BR","2020-10-25","Raça 01","","FSC34538"
"FSC76940","Vaca76940","F","BR","2020-10-14","Raça 01","","FSC27911"
"FSC76941","Vaca76941","F","BR","2020-12-22","Raça 01","",""
"FSC76943","Vaca76943","F","BR","2020-11-30","Raça 01","FSC00875","FSC60376"
"FSC76946","Vaca76946","F","BR","2020-11-30","Raça 01","","FSC34398"
"FSC76948","Vaca76948","F","BR","2020-11-01","Raça 01","",""
"FSC76949","Vaca76949","F","BR","2020-09-18","Raça 01","","FSC33134"
"FSC76952","Vaca76952","F","BR","2020-09-09","Raça 01","",""
"FSC76953","Vaca76953","F","BR","2020-09-09","Raça 01","",""
"FSC76958","Vaca76958","F","BR","2020-11-09","Raça 01","","FSC33134"
"FSC76959","Vaca76959","F","BR","2020-12-09","Raça 01","",""
"FSC76962","Vaca76962","F","BR","2020-12-13","Raça 01","","FSC19825"
"FSC76965","Vaca76965","F","BR","2020-08-28","Raça 01","",""
"FSC76969","Vaca76969","F","BR","2020-11-20","Raça 01","","FSC39208"
"FSC76971","Vaca76971","F","BR","2020-10-17","Raça 01","",""
"FSC76974","Vaca76974","F","BR","2020-10-22","Raça 01","",""
"FSC76975","Vaca76975","F","BR","2020-10-30","Raça 01","","FSC28951"
"FSC76977","Vaca76977","F","BR","2020-10-31","Raça 01","",""
